PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	Weitere Nummer (Typ Signatur)	Weitere Nummer (Signatur)	Weitere Nummer (Typ Verlagsnr.)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (Typ UPC)	Weitere Nummer (UPC)	Weitere Nummer (Typ Matrix)	Weitere Nummer (Matrix)	Datum	"Ort"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"GND-Name"	"Rolle"	"Name"	"Bemerkung"	
480522944	R 4480 480522944	Na boyi libala / Lutumba Simaro		"und"	Enth.: Na boyi libala. Consolation. O ndini ngai te (O ndimi ngai te) - Zulu. Ma adele. Patience	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4480	Verlags-Bestellnummer	Productions Souk PS 002			Matrix-Nummer	Matrix-Nr.: PS002 A;PS002B	1985	"Paris"	Productions Souk	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: PS002 A;PS002B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Interpretation (durch)"	"Simaro <Musiker>"	"1939-"	
480523886	R 4481 480523886	Mizele / Mayaula Mayoni et Le Tout Puissant OK Jazz		"und"	Enth.: Mizele. Point carré - Chaty. Liwa	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4481	Verlags-Bestellnummer	Kiamana Productions KPS 001			Matrix-Nummer	Matrix-Nr.: DFI 90 6 A KPS 001;DFI 90 6 B KPS 001	1985	"Kinshasa"	Alia Music	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DFI 90 6 A KPS 001;DFI 90 6 B KPS 001			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053235844,http://d-nb.info/gnd/1035753790,http://d-nb.info/gnd/1135978735,http://d-nb.info/gnd/3015656-7"	"Mayaula Mayoni,Carlito,Malage de Lugendo,Tout-Puissant OK Jazz"	"Komposition (von),Interpretation (durch),Interpretation (durch),Interpretation (durch)"	"Mayaula Mayoni,Carlito,Malage de Lugendo,Tout-Puissant OK Jazz"	"1945-2010,1961-,1961-,"	
480544298	R 4482 480544298	Pépé Kallé chante le poète Simaro Massiya / Simaro Massiya		"und"	Enth.: Diarrhée verbale (Tuba tuba). J. Mukelenge - Muana ndeke. Motema libanga	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4482	Verlags-Bestellnummer	J.M Production 91080			Matrix-Nummer	Matrix-Nr.: 91080 A;91080 B	1989	"Courcouronnes"	J. M Production	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 91080 A;91080 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453,http://d-nb.info/gnd/138677433"	"Simaro, Musiker,Pépé Kallé"	"Komposition (von),Interpretation (durch)"	"Simaro <Musiker>,Pépé Kallé"	"1939-,1951-1998"	
480545766	R 4483 480545766	Verre cassé / Pépé Kallé et Carlito chantent Simaro Massiya		"und"	Enth.: Verre cassé. Nasala nini? - Maya 2e version. Namekaki bango	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4483	Verlags-Bestellnummer	Alia Music PF 77015			Matrix-Nummer	Matrix-Nr.: IAD EPQG-004 A;IAD EPQG-004 B	1984	"Kinshasa"	Alia Music	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: IAD EPQG-004 A;IAD EPQG-004 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453,http://d-nb.info/gnd/1035753790,http://d-nb.info/gnd/138677433"	"Simaro, Musiker,Carlito,Pépé Kallé"	"Komposition (von),Komposition (von),Interpretation (durch)"	"Simaro <Musiker>,Carlito,Pépé Kallé"	"1939-,1961-,1951-1998"	
480547432	R 4484 480547432	Maya / Simarro Massiya		"und"	Enth.: Maya ozali coupable ya misere na ngai. Tshala - Affaire kitikwala. Bangaka basi ya bato	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4484	Verlags-Bestellnummer	IAD PF 77012			Matrix-Nummer	Matrix-Nr.: PF 77012 A;PF 77012 B	1985	"Brazzaville"	I.A.D. (L'Industrie Africaine du Disque)	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: PF 77012 A;PF 77012 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Komposition (von)"	"Simaro <Musiker>"	"1939-"	
480554587	R 4486 480554587	Iyole / Kamda Bongo Man		"und"	Enth.: Iyole. N'sambi-carol - Amina. Mazina	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4486	Verlags-Bestellnummer	Afro-Rythmes AR 001-81			Matrix-Nummer	Matrix-Nr.: 00181 A AR;00181 B AR	1981	"Paris"	Afro-Rythmes	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 00181 A AR;00181 B AR			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134783700"	"Kanda Bongo Man"	"Komposition (von)"	"Kanda Bongo Man"	"1955-"	
480556288	R 4488 480556288	Na pona / Menga Mokombi		"und"	Enth.: Na pona. Raka yo - Na bala mosusu. Qu'est-ce qu'on attend?	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4488	Verlags-Bestellnummer	Disco Stock DS 7968			Matrix-Nummer	Matrix-Nr.: KVIR 1101 A;KVIR 1101 B	1985	"Abidjan"	Disco Stock ; Meaux : Disco Stock Paris	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: KVIR 1101 A;KVIR 1101 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1078702756,http://d-nb.info/gnd/134783700"	"Mokombi, Menga,Kanda Bongo Man"	"Komposition (von),Interpretation (durch)"	"Mokombi, Menga,Kanda Bongo Man"	",1955-"	
48056373X	R 4487 48056373X	Marie-Laure / Missamou Faustin		"und"	Enth.: Marie-Laure. Djoli (N'djoli) - N'kodia loutela. Manou	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4487	Verlags-Bestellnummer	Disco Stock DS 7969			Matrix-Nummer	Matrix-Nr.: [keine Angabe];DS 7969 B	1985	"Abidjan"	Disco Stock ; [Meaux] : Disco Stock Paris	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: [keine Angabe];DS 7969 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1235843491"	"Missamou, Jean-Faustin"	"Komposition (von)"	"Missamou, Jean-Faustin"	""	
480566216	R 4489 480566216	Matinda / Celi-Bittsu		"und"	Enth.: Matinda. Consalation - Lassissi. Okomi ndenge	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4489	Verlags-Bestellnummer	Sacodis LS 46			Matrix-Nummer	Matrix-Nr.: LS-46-A;LS-46-B	1980	"Abidjan"	Sacodis	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: LS-46-A;LS-46-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1081465867"	"Bitshou, Celi"	"Interpretation (durch)"	"Bitshou, Celi"	"1943-"	
48071939X	R 4491 48071939X	Samba Mapangala in Paris / Samba Mapalanga. Orchestre Virunga		"und"	Enth.: Vunja mifupa. Tolinga Virunga - Marina. Femme noire	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4491	Verlags-Bestellnummer	IVALP 071			Matrix-Nummer	Matrix-Nr.: 561 IVALP-071A-1;561 IVALP-071 B	1985	"Kenia?"	Editions D'Ivoire	"Musik,Kongo,Kenia,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 561 IVALP-071A-1;561 IVALP-071 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1074852729,http://d-nb.info/gnd/107485280X"	"Mapangala, Samba,Samba Mapangala et son Orchestre Virunga"	"Interpretation (durch),Interpretation (durch)"	"Mapangala, Samba,Samba Mapangala et son Orchestre Virunga"	","	
480723451	RS 2469 480723451	El prego de la montana / Orchestre: Cercul-Jazz		"und"	Enth.: El prego de la montana : pachanga (espagnol) - Bana botika bosende : rumba (lingala)	1 Schallplatte ; 45 UpM ; 17,5 cm	Signatur	RS 2469	Verlags-Bestellnummer	africambiance AA 29			Matrix-Nummer	Matrix-Nr.: 7EPART 56629 21 (M3 247032);7EPART 56630 21 (M3 247033)	1980	"Mamerun"	Disques africambiance	"Musik,Kongo,Lingala,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 7EPART 56629 21 (M3 247032);7EPART 56630 21 (M3 247033)			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13475171X,http://d-nb.info/gnd/1054232687,http://d-nb.info/gnd/3059066-8"	"Pacheco, Johnny,Boukaka, Franklin,Orchestre Cercul Jazz"	"Komposition (von),Komposition (von),Arrangement (von)"	"Pacheco, Johnny,Boukaka, Franklin,Orchestre Cercul Jazz"	"1935-2021,1940-1972,"	
480724970	R 4496 480724970	Mama ma passa / Moro Maurice, Diane Solo et the Best du Zaïre		"und"	Enth.: Mama ma passa. Tantine - N'geussan motema. Ma pen'do	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4496	Verlags-Bestellnummer	Tangent TAN 7005			Matrix-Nummer	Matrix-Nr.: TAN 7005 A;TAN 7005 B	1983	"Paris"	Tangent	"Musik,Kongo,Elfenbeinküste,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: TAN 7005 A;TAN 7005 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1185108629,http://d-nb.info/gnd/1235928780,http://d-nb.info/gnd/1235937399"	"Maduma, Moro Beya,Diane Solo,Best du Zaire"	"Komposition (von),Interpretation (durch),Interpretation (durch)"	"Maduma, Moro Beya,Diane Solo,Best du Zaire"	",1960-,"	
480728747	R 4490 480728747	Zaire / La "Mus" Africa		"und"	Enth.: Atanazaudo kombo nangai. Marica - Kesse. Mobali yakoloba	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4490	Verlags-Bestellnummer	Sacodis LS 44			Matrix-Nummer	Matrix-Nr.: LS-44-A;LS-44-B	1980	"Abidjan"	Sacodis	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: LS-44-A;LS-44-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1235938328"	"La "Mus" Africa"	"Interpretation (durch)"	"La "Mus" Africa"	""	
480798486	R 4497 480798486	N'guessan motema / Diane Solo, Moro Maurice & The Best		"und"	Enth.: N'guessan motema. Ma pen'do - Mama ma passa. Tantine	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4497	Verlags-Bestellnummer	AS Record's A S 014			Matrix-Nummer	Matrix-Nr.: AS 014 A;AS 014 B	1983	"Abidjan"	AS Record's	"Musik,Kongo,Elfenbeinküste,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: AS 014 A;AS 014 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1185108629,http://d-nb.info/gnd/1235928780,http://d-nb.info/gnd/1235937399"	"Maduma, Moro Beya,Diane Solo,Best du Zaire"	"Komposition (von),Interpretation (durch),Interpretation (durch)"	"Maduma, Moro Beya,Diane Solo,Best du Zaire"	",1960-,"	
480799792	R 4498 480799792	Nawé / Tsala Muana & Bibi Den's Tshibayi		"und"	Enth.: Nawé - Sabou	1 Schallplatte ; 45 UpM, Stereo ; 30 cm	Signatur	R 4498	Verlags-Bestellnummer	S.I.D. 025 (Maxi)			Matrix-Nummer	Matrix-Nr.: SID 025 A;SID 025 B	1984	"Abidjan"	Société Ivoirenne du Disque (S.I.D.)	"Musik,Kongo,Guinea,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: SID 025 A;SID 025 B - Falsche Schreibweise auf Label: Tsala			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1052966411,http://d-nb.info/gnd/1136893598,http://d-nb.info/gnd/1022346229"	"Tshibayi, Bibi Den's,Kouyaté, Fodé,Muana, Tshala"	"Komposition (von),Komposition (von),Interpretation (durch)"	"Tshibayi, Bibi Den's,Kouyaté, Fodé,Muana, Tshala"	"1954-,,1958-"	
480803137	R 4499 480803137	Aminata / Moro Maurice Beya		"und"	Enth.: Aminata. Sala nioso olingi - Merveilleux Gabon. Ozalite	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4499	Verlags-Bestellnummer	Disco Stock DS 7961 (DS 7962)			Matrix-Nummer	Matrix-Nr.: SMP 6016 A;SMP 6016 B	1982	"Abidjan,Meaux"	Disco Stock	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: SMP 6016 A;SMP 6016 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1185108629,http://d-nb.info/gnd/1236175670"	"Maduma, Moro Beya,The Best Ambiance De Kinshasa"	"Komposition (von),Interpretation (durch)"	"Maduma, Moro Beya,The @Best Ambiance De Kinshasa"	","	
480804915	R 4501 480804915	Rachid King in U.S.A. / Rachid King		"und"	Enth.: Si useme - Sukuma yembe	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4501	Verlags-Bestellnummer	Makossa M 2340			Matrix-Nummer	Matrix-Nr.: M-2340-A;M-2340-B	1979	"Brooklyn, New York"	Makossa International Records Inc.	"Musik,Kongo,Swahili,Lingala,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: M-2340-A;M-2340-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063686660,http://d-nb.info/gnd/1063686660"	"Rachid King,Rachid King"	"Komposition (von),Arrangement (von)"	"Rachid King,Rachid King"	"1947-,1947-"	
48081564X	R 4502 48081564X	African Fiesta : 1962-1963 / Depuissant, Dechaud, Izeidi, Mujos, Rochereau	Merveilles du Passé	"und"	Enth.: Ngonga ebeti. Natuna nani?. Mobembo eleki tata. Eleki ndelo. Mwasi ya bangando - Azongi na bomengo. N'soso pembe na lipopo. Madina. Libaku ya nguma. Nalembi nalembi	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4502	Verlags-Bestellnummer	African 360163			Matrix-Nummer	Matrix-Nr.: 360163 A;360 163 B	1986	"Paris"	African	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 360163 A;360 163 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3058909-5"	"African Fiesta"	"Interpretation (durch)"	"African Fiesta"	""	
480820465	R 4503 480820465	Les stars des années 50 / Roitelet, Roger, Victor, Franco, Marcelle Fylla, Les Trois Caballeros et Salvador	Merveilles du Passé	"und"	Enth.: Banga imana - Imana ya daring - Bolingo esuki - Pusana moke - Kobanga te - Josephine - Antoinette - Tozo na bozo - E ya yo nlala - E ndumba sakuba wata	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4503	Verlags-Bestellnummer	African 360164			Matrix-Nummer	Matrix-Nr.: 360164 A;360164 B	1986	"Paris"	African	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 360164 A;360164 B			Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
480821925	R 4504 480821925	Les Maquisards et Sam Mangwana	Merveilles du Passé	"und"	Enth.: Cherie Vicky. Asana. Kumbele Rumba la frontiere. Antaya - Bongola ngai motema. Tito. Missolina. Kester yebisa ngai	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4504	Verlags-Bestellnummer	African 360166			Matrix-Nummer	Matrix-Nr.: 360166 A;360166 B	1986	"Paris"	African	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 360166 A;360166 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13511263X,http://d-nb.info/gnd/3060597-0"	"Mangwana, Sam,Orchestre Les Grands Maquisards (Musikgruppe)"	"Komposition (von),Interpretation (durch)"	"Mangwana, Sam,Orchestre Les Grands Maquisards"	"1945-,"	
480823634	R 4505 480823634	African Fiesta  : 1962-1963 / Nico, Rochereau, Izeidi	Merveilles du Passé	"und"	Enth.: Bilombe ya Africa. Mwasi abandaka. Pesa le tout. Vivo Africa - Rythmo ya suka. Moto abungaka. Vidas. Toyei na sango	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4505	Verlags-Bestellnummer	African 360162			Matrix-Nummer	Matrix-Nr.: 360162 A;360162 B	1986	"Paris"	African	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 360162 A;360162 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135147484,http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/1089599935"	"Nico, Docteur,Ley, Tabu,Izeidi, Roger"	"Komposition (von),Komposition (von),Komposition (von)"	"Nico <Docteur>,Ley, Tabu,Izeidi, Roger"	"1939-1985,1940-2013,"	
480867852	R 4506 480867852	Sam et Guvano accompagnés par l'Orchestre Festival des Marquisards		"und"	Enth.: Georgine wa M.T.. Colette. Michita. Catho nakozongo. Yambi cherie - Yambi cherie. Nazali libre. Mokili mobongwani. Tabu wangu. Zela ngai nasala	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4506	Verlags-Bestellnummer	Ngoma/Negro Festival NF 13001			Matrix-Nummer	Matrix-Nr.: N 13001 A;N 13001 B	1973	"Léopoldville (Kinshasa)"	Ngoma	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: N 13001 A;N 13001 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/123627847X,http://d-nb.info/gnd/1233225499,http://d-nb.info/gnd/3060597-0"	"Moreno, Sam,Guvano,Orchestre Les Grands Maquisards (Musikgruppe)"	"Interpretation (durch),Interpretation (durch),Interpretation (durch)"	"Moreno, Sam,Guvano,Orchestre Les Grands Maquisards"	",,"	
480870780	R 4507 480870780	Congo / Archives Radiophoniques, Pays du monde (avec la collaboration de Radio Congo)	Archives Radiophoniques, Pays du monde	"und"	Enth.: Éléments politiques, culturels et sociaux - Éléments musicaux	1 Schallplatte ; 33⅓ UpM ; 30 cm ; 1 Booklet	Signatur	R 4507	Verlags-Bestellnummer	RFI ARC 22			Matrix-Nummer	Matrix-Nr.: 86169 A;86169 BI	1986	"Paris"	Radio France internationale (RFI)	"Kongo,Radiodokumente,Geschichte,Traditionelle Musik"	66.20/1711.FH	Matrix-Nr.: 86169 A;86169 BI			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/105478096X,http://d-nb.info/gnd/1062797809"	"Archives Radiophoniques,Radio Télévision Congolaise"	"Musikalisches Werk Herausgabe (durch),Beteiligte Person/Körperschaft"	"Archives Radiophoniques,Radio Télévision Congolaise"	","	
483047740	TK 2018 483047740	Scola / Maquis Original		"und"	Enth.: Scola. Dunia. Selina - Mayanga. Duara	1 Tonkassette ; 10x7 cm, 4 mm Band	Signatur	TK 2018							1995	"Ort nicht ermittelbar"	[Verlag nicht ermittelbar]	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020536-0"	"Orchestra Maquis Original"	"Interpretation (durch)"	"Orchestra Maquis Original"	""	
483047767	TK 2020 483047767	Zoela / Maquis Original		"und"	Enth.: Baba Willy. Baku. Maiyole - Zoela. Yarabi nafsi. Makumbele II	1 Tonkassette ; 10x7 cm, 4 mm Band	Signatur	TK 2020							1995	"Ort nicht ermittelbar"	[Verlag nicht ermittelbar]	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020536-0"	"Orchestra Maquis Original"	"Interpretation (durch)"	"Orchestra Maquis Original"	""	
483047775	TK 2019 483047775	Libala makambo / Maquis Original		"und"	Enth.: Libala makambo. Bonaie. Makasanga - Kibulwa II. Kalenga. Libala makambo	1 Tonkassette ; 10x7 cm, 4 mm Band	Signatur	TK 2019							1995	"Ort nicht ermittelbar"	[Verlag nicht ermittelbar]	"Musik,Kongo,Populäre Musik"	66.20/1711/FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020536-0"	"Orchestra Maquis Original"	"Interpretation (durch)"	"Orchestra Maquis Original"	""	
483047813	TK 2017 483047813	Ossa / Maquis Original		"und"	Enth.: Ossa. Mashoga. Kisebengo. Tipwa tipwa. Hali ngumu - Hali ngumu. Marusu. Ndoa ya matatizo. Mangolibo. Salina	1 Tonkassette ; 10x7 cm, 4 mm Band	Signatur	TK 2017							1995	"Ort nicht ermittelbar"	[Verlag nicht ermittelbar]	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020536-0"	"Orchestra Maquis Original"	"Interpretation (durch)"	"Orchestra Maquis Original"	""	
483072486	CD 2255 483072486	Testament ya bowule / Simaro Massiya Lutumba		"und"	Enth.: Testament ya bowule. Vaccination. Tala merci bapesaka na mbwa. Nakoma na P.D.G. Mbazi ya kamundele. Nganda tosalaka pete lopango batekisa. Aminata na zangi visa	1 CD (77:47) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2255	Verlags-Bestellnummer	Ngoyarto 0104	Produkt-Nummer	3760004001041			1989	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Interpretation (durch)"	"Simaro <Musiker>"	"1939-"	
483072591	CD 2254 483072591	Mandola / Simaro Massiya Lutumba		"und"	Enth.: Mandola (Lobanzo te). Kadima. Kabongo (Osatay). Mamba. Mbavu na korecuperer yo. Monzo. Mbongo	1 CD (73:16) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2254	Verlags-Bestellnummer	Ngoyarto 0103	Produkt-Nummer	3760004001034			1989	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Interpretation (durch)"	"Simaro <Musiker>"	"1939-"	
483072702	CD 2253 483072702	Okozela trop / Simaro Massiya Lutumba		"und"	Enth.: Faute ya commerçant. Bisalela. Radio Trottoir. Okozela trop. Bodutaka na vie. On ne vie qu’une seule fois. Oko regretter ngai. Presence na ngai ebangisaka. Mace (version complète originale)	1 CD (78:35) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2253	Verlags-Bestellnummer	Ngoyarto 0102	Produkt-Nummer	3760004001027			1989	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Interpretation (durch)"	"Simaro <Musiker>"	"1939-"	
48307277X	CD 2252 48307277X	Mabele (Ntoto) / Simaro Massiya Lutumba		"und"	Enth.: Mabele (Ntoto). Ebale ya Zaïre. Minuit eleki lezi. Cedou. Inoussa. Mahélé. Fifi Nazali Innocent. Marie Souza. Jerome. Gege yoka. Decision. Regine Regine	1 CD (76:02) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2252	Verlags-Bestellnummer	Ngoyarto 0101	Produkt-Nummer	3760004001010			1989	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Interpretation (durch)"	"Simaro <Musiker>"	"1939-"	
484209558	CD 2257 484209558	La roue de la chanson / [Diverse Interpret*innen]		"und"	Enth.: Desespoir ya papa - Perseverer - Mizele - Kin e bouger - Los @amigos - Mon ami - Papa B. en liberté - Africa - Badet puissance - Reviens Hyppau - Angie - Mpezi	1 CD (77:04) ; Stereo, digital ; 12 cm	Signatur	CD 2257	Verlags-Bestellnummer	Sonodisc CD 92015	Produkt-Nummer	3252419201555			1993	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
484209922	CD 2258 484209922	Congo / [Diverse Interpret*innen]	Collection Sono	"und"	Enth.: Wake up - Foridales - Kalume - Zouke zouke - Eve Matoka - Zolona - Kebeji - Mado - Acte de naissance - Mario - Kaful mayay - Marie	1 CD (74:44) ; Stereo, digital ; 12 cm	Signatur	CD 2258	Verlags-Bestellnummer	Sono SD 72 ; CDD 9012	Produkt-Nummer	3252411901262			1998	"Paris"	Sono/Sonodisc	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
484212729	CD 2259 484212729	Bankolo miziki les pionniers de la musique congolaise de Leopoldville & Kinshasa. Anthologie volume 2 / [Verschiedene Interpret*innen]		"und"	Enth.: Ata ndele - Yaka mama - Kahagwe - Mama aboti biso - Mwana ya mama - Cherie bondowe - Wendo alongwi Kinshasa - Bibi Sultani - Youyou - Oleki olekaka - Kitambala moko - Kamsoda - Tokowela wela - Tout le monde samedi soir - Lolendo - Mabe na yo moko - Youyou aleli veka - Kenga mwangandu - Mama mulena wale	1 CD (70:20) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2259	Verlags-Bestellnummer	Ngoyarto NG 048	Produkt-Nummer	3760004040026			1998	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	License Lita Bembo Libeck pour l’autorisation de reproduction			Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
484212893	CD 2260 484212893	Bankolo miziki les pionniers de la musique congolaise de Leopoldville & Kinshasa. Anthologie volume 1 / [Diverse Interpret*innen]		"und"	Enth.: Bokilo mabe - Nabanzaki - Lingale - Basi banso tapale - Bolingo y’a la joie - Tebo - Botiaki tembe - Mantare mwasi Kitoko - Dit moninga - Pyramide - Bolingo na biso na yo esila te - Ah! Baninga - Liwa ya Wendo - Umbanzanga - Na bala muluba - Baloji mwana y’Africa-Jazz - Efeka madungo - Kalala badi mwene - Awala esika minene	1 CD (70:20) ; Stereo, digital ; 12 cm ; 1 Booklet	Signatur	CD 2260	Verlags-Bestellnummer	Ngoyarto NG 047	Produkt-Nummer	3760004040019			1998	"Clichy-la-Garenne"	Ngoyarto	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	License Lita Bembo Libeck pour l’autorisation de reproduction			Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
